_id,address,baths,beds,cost,sq_ft,data_type,city,zip,source,lat,lon
5e1509d2708b1eed4f3b9a52, 314 w stassney ln,1.0,2.0,650000.0,1000.0,Residential,Austin,78745,austin_realty,30.207315,-97.778267
5e1509d2708b1eed4f3b9a53, 2518 crazyhorse pass,4.0,4.0,650000.0,2754.0,Residential,Austin,78734,austin_realty,30.381437899999995,-97.9255237
5e1509d2708b1eed4f3b9a54, 2009 greenwood ave,2.0,2.0,615000.0,1206.0,Residential,Austin,78723,austin_realty,30.28527099999999,-97.6986725
5e1509d2708b1eed4f3b9a55, 3304 robinson ave,2.0,2.0,595000.0,1203.0,Residential,Austin,78722,austin_realty,30.2908918,-97.7210696
5e1509d2708b1eed4f3b9a56, 17101 rush pea cir,6.0,5.0,590000.0,3927.0,Residential,Austin,78738,austin_realty,30.289959200000002,-98.03081490000001
5e1509d2708b1eed4f3b9a57, 1322 e 12th st  #202,2.0,2.0,580000.0,1760.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a58, 7921 menler dr,4.0,5.0,575000.0,4015.0,Residential,Austin,78735,austin_realty,30.2510276,-97.877411
5e1509d2708b1eed4f3b9a59, 11800 brookwood rd,3.0,4.0,570000.0,2381.0,Residential,Austin,78750,austin_realty,30.4414974,-97.7912977
5e1509d2708b1eed4f3b9a5a, 7406 rockberry cv,2.0,3.0,555000.0,2409.0,Residential,Austin,78750,austin_realty,30.3826059,-97.7972647
5e1509d2708b1eed4f3b9a5b, 4512 rosedale ave,1.0,3.0,550000.0,1020.0,Residential,Austin,78756,austin_realty,30.316736499999998,-97.74211590000002
5e1509d2708b1eed4f3b9a5c, 222 west ave  #1003,1.0,1.0,549000.0,685.0,Residential,Austin,78701,austin_realty,30.2673357,-97.7518289
5e1509d2708b1eed4f3b9a5d, 8300 blazyk dr,3.0,4.0,535000.0,2512.0,Residential,Austin,78737,austin_realty,30.200649300000002,-97.9202834
5e1509d2708b1eed4f3b9a5e, 1812 west ave  #404,2.0,2.0,530000.0,1433.0,Residential,Austin,78701,austin_realty,30.2826594,-97.74637790000001
5e1509d2708b1eed4f3b9a5f, 10012 scull creek dr,3.0,4.0,510000.0,2546.0,Residential,Austin,78730,austin_realty,30.376072600000004,-97.8450611
5e1509d2708b1eed4f3b9a60, 2906 pamella ct,4.0,4.0,485000.0,2887.0,Residential,Austin,78734,austin_realty,30.3885157,-97.932282
5e1509d2708b1eed4f3b9a61, 3601 malone dr,4.0,4.0,480000.0,3409.0,Residential,Austin,78749,austin_realty,30.180808799999998,-97.8539442
5e1509d2708b1eed4f3b9a62, 9403 san diego rd,2.0,3.0,459900.0,1652.0,Residential,Austin,78737,austin_realty,30.218807199999997,-97.90815909999999
5e1509d2708b1eed4f3b9a63, 195 crampton cv,4.0,4.0,450000.0,2829.0,Residential,Austin,78737,austin_realty,30.200761699999997,-97.9682688
5e1509d2708b1eed4f3b9a64, 2529 rio grande st  #47,2.0,3.0,449900.0,1393.0,Residential,Austin,78705,austin_realty,30.290110499999997,-97.7473308
5e1509d2708b1eed4f3b9a65, 13909 yellow bell bnd  #1,2.0,3.0,449900.0,1707.0,Residential,Austin,78738,austin_realty,30.321040399999998,-97.9587968
5e1509d2708b1eed4f3b9a66, 1126 lincoln st,3.0,3.0,439000.0,914.0,Residential,Austin,78702,austin_realty,30.266871000000002,-97.7188741
5e1509d2708b1eed4f3b9a67, 6804 esther dr,2.0,4.0,437000.0,1204.0,Residential,Austin,78752,austin_realty,30.33188639999999,-97.7122881
5e1509d2708b1eed4f3b9a68, 222 sunrise ridge loop  #1201,4.0,4.0,425000.0,3135.0,Residential,Austin,78738,austin_realty,30.3298207,-97.9616564
5e1509d2708b1eed4f3b9a69, 3503 eldorado trl,2.0,3.0,425000.0,2279.0,Residential,Austin,78739,austin_realty,30.162722,-97.8648689
5e1509d2708b1eed4f3b9a6a, 8009 bon air dr,2.0,4.0,425000.0,1498.0,Residential,Austin,78757,austin_realty,30.35478569999999,-97.7224697
5e1509d2708b1eed4f3b9a6b, 4805 gonzales st,1.0,3.0,425000.0,1106.0,Residential,Austin,78702,austin_realty,30.255709799999998,-97.6986725
5e1509d2708b1eed4f3b9a6c, 345 winecup way,3.0,4.0,419000.0,2720.0,Residential,Austin,78737,austin_realty,30.173940100000003,-97.997842
5e1509d2708b1eed4f3b9a6d, 7003 priscilla dr,2.0,3.0,417500.0,1328.0,Residential,Austin,78752,austin_realty,30.333483899999997,-97.7102519
5e1509d2708b1eed4f3b9a6e, 2407 apple valley cir,3.0,4.0,415500.0,2769.0,Residential,Austin,78747,austin_realty,30.138409499999998,-97.79012990000001
5e1509d2708b1eed4f3b9a6f, 5229 basswood ln,2.0,3.0,414950.0,1307.0,Residential,Austin,78723,austin_realty,30.29601419999999,-97.6766641
5e1509d2708b1eed4f3b9a70, 1322 e 12th st  #408,1.0,1.0,410000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a71, 12800 schleicher trl,3.0,4.0,409000.0,3095.0,Residential,Austin,78732,austin_realty,30.3816841,-97.8929748
5e1509d2708b1eed4f3b9a72, 300 bowie st  #1004,1.0,1.0,400000.0,704.0,Residential,Austin,78703,austin_realty,30.2689443,-97.7541735
5e1509d2708b1eed4f3b9a73, 1322 e 12th st  #308,1.0,1.0,395000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a74, 3502 s 2nd st  #b,2.0,2.0,395000.0,907.0,Residential,Austin,78704,austin_realty,30.232473499999998,-97.7691436
5e1509d2708b1eed4f3b9a75, 3304 silk oak dr,2.0,4.0,395000.0,2179.0,Residential,Austin,78748,austin_realty,30.1875988,-97.8415762
5e1509d2708b1eed4f3b9a76, 1322 e 12th st  #407,1.0,1.0,390000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a77, 1322 e 12th st  #403,1.0,1.0,390000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a78, 1322 e 12th st  #405,1.0,1.0,390000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a79, 1322 e 12th st  #404,1.0,1.0,390000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a7a, 1322 e 12th st  #305,1.0,1.0,390000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a7b, 1322 e 12th st  #307,1.0,1.0,390000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a7c, 1322 e 12th st  #208,1.0,1.0,385000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a7d, 1322 e 12th st  #306,1.0,1.0,385000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a7e, 1322 e 12th st  #303,1.0,1.0,385000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a7f, 1322 e 12th st  #304,1.0,1.0,385000.0,1170.0,Residential,Austin,78702,austin_realty,30.273127000000002,-97.7257209
5e1509d2708b1eed4f3b9a80, 12305 canera ct  #76,3.0,4.0,379900.0,2274.0,Residential,Austin,78748,austin_realty,30.148845399999995,-97.8521963
5e1509d2708b1eed4f3b9a81, 2212 hazen ln,3.0,3.0,379900.0,2068.0,Residential,Austin,78745,austin_realty,30.1910001,-97.8199056
5e1509d2708b1eed4f3b9a82, 12525 sir christophers,3.0,4.0,375000.0,2036.0,Residential,Austin,78729,austin_realty,30.4420207,-97.762659
5e1509d2708b1eed4f3b9a83, 221 pedigree,2.0,3.0,375000.0,2486.0,Residential,Austin,78748,austin_realty,30.150525899999995,-97.8064816
5e1509d2708b1eed4f3b9a84, 11438 morning glory trl,3.0,4.0,375000.0,2439.0,Residential,Austin,78750,austin_realty,30.4543772,-97.8196719
5e1509d2708b1eed4f3b9a85, 809 turtle creek blvd,2.0,3.0,350000.0,1101.0,Residential,Austin,78745,austin_realty,30.203619800000002,-97.7868918
5e1509d2708b1eed4f3b9a86, 2011 maxwell ln,2.0,3.0,350000.0,1160.0,Residential,Austin,78741,austin_realty,30.2217219,-97.6982166
5e1509d2708b1eed4f3b9a87, 6903 windrift way,2.0,4.0,349900.0,1368.0,Residential,Austin,78745,austin_realty,30.1987262,-97.7985388
